comment,cleaned_comments,Tagged
خیلی عالیه هم قیمت هم کیفیت,خیلی عالیه هم قیمت هم کیفیت,"[('خیلی', 'ADV'), ('عالیه', 'ADJ'), ('هم', 'CCONJ'), ('قیمت', 'NOUN'), ('هم', 'CCONJ'), ('کیفیت', 'NOUN')]"
"محصول از هر نظر عالیه، نور فوق العاده زیاد، برد خیلیی زیاد، حداقل 50 تا 100 متر جلوتر رو توی کوه روشن میکنه، بی نظیره.
ولی باتری خیلیی ضعیف، حدودا 15 دقیقه خوب کار میکنه، بعد از اون خیلیی کم نور میشه و بعد از 40 دقیقه، دیگه جلو رو هم روشن نمیکنه.
کیفیت عالیه، ولی باید پولی برای خرید یه باتری خوب کنار بزارید.
باتری خودش چینیه و فوق العاده بی کیفیت، 6800 میلی آمپر هست و قابل شارژ.","محصول از هر نظر عالیه نور فوق‌العاده زیاد برد خیلیی زیاد حداقل ۵۰ تا ۱۰۰ متر جلوتر رو توی کوه روشن میکنه بی نظیره 
ولی باتری خیلیی ضعیف حدودا ۱۵ دقیقه خوب کار میکنه بعد از اون خیلیی کم‌نور میشه و بعد از ۴۰ دقیقه دیگه جلو رو هم روشن نمیکنه 
کیفیت عالیه ولی باید پولی برای خرید یه باتری خوب کنار بزارید 
باتری خودش چینیه و فوق‌العاده بی‌کیفیت ۶۸۰۰ میلی‌آمپر هست و قابل شارژ","[('محصول', 'NOUN'), ('از', 'ADP'), ('هر', 'DET'), ('نظر', 'NOUN,EZ'), ('عالیه', 'ADJ'), ('نور', 'NOUN,EZ'), ('فوق\u200cالعاده', 'ADJ'), ('زیاد', 'ADJ'), ('برد', 'VERB'), ('خیلیی', 'NOUN'), ('زیاد', 'ADJ'), ('حداقل', 'ADV'), ('۵۰', 'NUM'), ('تا', 'ADP'), ('۱۰۰', 'NUM'), ('متر', 'NOUN'), ('جلوتر', 'ADJ'), ('رو', 'ADP'), ('توی', 'ADP,EZ'), ('کوه', 'NOUN,EZ'), ('روشن', 'ADJ,EZ'), ('میکنه', 'NOUN,EZ'), ('بی', 'ADP'), ('نظیره', 'NOUN'), ('ولی', 'CCONJ'), ('باتری', 'NOUN'), ('خیلیی', 'NOUN'), ('ضعیف', 'ADJ'), ('حدودا', 'ADV'), ('۱۵', 'NUM'), ('دقیقه', 'NOUN,EZ'), ('خوب', 'ADJ,EZ'), ('کار', 'NOUN'), ('میکنه', 'VERB'), ('بعد', 'ADP'), ('از', 'ADP'), ('اون', 'DET'), ('خیلیی', 'NOUN'), ('کم\u200cنور', 'ADJ'), ('میشه', 'VERB'), ('و', 'CCONJ'), ('بعد', 'ADP'), ('از', 'ADP'), ('۴۰', 'NUM'), ('دقیقه', 'NOUN'), ('دیگه', 'ADV'), ('جلو', 'ADP,EZ'), ('رو', 'NOUN'), ('هم', 'CCONJ'), ('روشن', 'ADJ'), ('نمیکنه', 'VERB'), ('کیفیت', 'NOUN,EZ'), ('عالیه', 'ADJ'), ('ولی', 'CCONJ'), ('باید', 'VERB'), ('پولی', 'NOUN'), ('برای', 'ADP,EZ'), ('خرید', 'NOUN,EZ'), ('یه', 'NUM'), ('باتری', 'NOUN'), ('خوب', 'ADJ'), ('کنار', 'ADV'), ('بزارید', 'VERB'), ('باتری', 'NOUN,EZ'), ('خودش', 'PRON'), ('چینیه', 'NOUN'), ('و', 'CCONJ'), ('فوق\u200cالعاده', 'NOUN,EZ'), ('بی\u200cکیفیت', 'NOUN,EZ'), ('۶۸۰۰', 'NUM'), ('میلی\u200cآمپر', 'NOUN'), ('هست', 'VERB'), ('و', 'CCONJ'), ('قابل', 'ADJ,EZ'), ('شارژ', 'NOUN')]"
اولین دفعه ای بود که دی لینک سفارش دادم ، همیشه تی پی لینک داشتم ولی از آنتن دهی راضی نبودم، امیدوارم رضایت بخش باشه!,اولین دفعه‌ای بود که دی لینک سفارش دادم همیشه تی پی لینک داشتم ولی از آنتن دهی راضی نبودم امیدوارم رضایت‌بخش باشه,"[('اولین', 'NUM'), ('دفعه\u200cای', 'NOUN'), ('بود', 'VERB'), ('که', 'SCONJ'), ('دی', 'NOUN'), ('لینک', 'NOUN'), ('سفارش', 'NOUN'), ('دادم', 'VERB'), ('همیشه', 'ADV'), ('تی', 'NOUN'), ('پی', 'NOUN,EZ'), ('لینک', 'NOUN'), ('داشتم', 'VERB'), ('ولی', 'CCONJ'), ('از', 'ADP'), ('آنتن', 'NOUN'), ('دهی', 'NOUN'), ('راضی', 'ADJ'), ('نبودم', 'VERB'), ('امیدوارم', 'VERB'), ('رضایت\u200cبخش', 'ADJ'), ('باشه', 'VERB')]"
خیلی عالیه من راضیم,خیلی عالیه من راضیم,"[('خیلی', 'ADV'), ('عالیه', 'ADJ,EZ'), ('من', 'PRON'), ('راضیم', 'VERB')]"
برای مبتدی ها ساز بدی نیست و برای شروع چه از نظر قیمت و چه از نظر صدا مناسب میباشد ولی باتوجه به ایراداتی که به تراشکاری و پیکره بندی ساز وجود دارد در جهت استفاده حرفه ای ها دچار نقوصی در صدادهی میباشد . درکل میتوان گفت برای مبتدی ها سازی مناسب و برای حرفه ای ها پیشنهاد نمیشود . با تشکر,برای مبتدی‌ها ساز بدی نیست و برای شروع چه از نظر قیمت و چه از نظر صدا مناسب می‌باشد ولی باتوجه به ایراداتی که به تراشکاری و پیکره‌بندی ساز وجود دارد در جهت استفاده حرفه‌ای‌ها دچار نقوصی در صدادهی می‌باشد درکل میتوان گفت برای مبتدی‌ها سازی مناسب و برای حرفه‌ای‌ها پیشنهاد نمی‌شود با تشکر,"[('برای', 'ADP,EZ'), ('مبتدی\u200cها', 'NOUN'), ('ساز', 'NOUN,EZ'), ('بدی', 'ADJ'), ('نیست', 'VERB'), ('و', 'CCONJ'), ('برای', 'ADP,EZ'), ('شروع', 'NOUN'), ('چه', 'SCONJ'), ('از', 'ADP'), ('نظر', 'NOUN,EZ'), ('قیمت', 'NOUN'), ('و', 'CCONJ'), ('چه', 'SCONJ'), ('از', 'ADP'), ('نظر', 'NOUN,EZ'), ('صدا', 'NOUN'), ('مناسب', 'ADJ'), ('می\u200cباشد', 'VERB'), ('ولی', 'CCONJ'), ('باتوجه', 'NOUN'), ('به', 'ADP'), ('ایراداتی', 'NOUN'), ('که', 'SCONJ'), ('به', 'ADP'), ('تراشکاری', 'NOUN'), ('و', 'CCONJ'), ('پیکره\u200cبندی', 'NOUN,EZ'), ('ساز', 'NOUN'), ('وجود', 'NOUN'), ('دارد', 'VERB'), ('در', 'ADP'), ('جهت', 'NOUN,EZ'), ('استفاده', 'NOUN,EZ'), ('حرفه\u200cای\u200cها', 'NOUN'), ('دچار', 'ADJ,EZ'), ('نقوصی', 'NOUN'), ('در', 'ADP'), ('صدادهی', 'NOUN'), ('می\u200cباشد', 'VERB'), ('درکل', 'ADV'), ('میتوان', 'VERB'), ('گفت', 'VERB'), ('برای', 'ADP,EZ'), ('مبتدی\u200cها', 'NOUN'), ('سازی', 'NOUN,EZ'), ('مناسب', 'ADJ'), ('و', 'CCONJ'), ('برای', 'ADP,EZ'), ('حرفه\u200cای\u200cها', 'NOUN'), ('پیشنهاد', 'NOUN'), ('نمی\u200cشود', 'VERB'), ('با', 'ADP'), ('تشکر', 'NOUN')]"
"کیفیت مطلوبی داره... 
در سفرهای خارج از کشور بسیار کاربرد داره
ولی حتما بایستی در آب جوش 20 دقیقه گرم بشه
... مثلا کتری برقی هتل ها ، مواظب باشید که درب های آن بادکرده نباشد","کیفیت مطلوبی داره …
در سفرهای خارج از کشور بسیار کاربرد داره
ولی حتما بایستی در آب جوش ۲۰ دقیقه گرم بشه
… مثلا کتری برقی هتل‌ها مواظب باشید که درب‌های آن بادکرده نباشد","[('کیفیت', 'NOUN,EZ'), ('مطلوبی', 'ADJ'), ('داره', 'VERB'), ('…', 'PUNCT'), ('در', 'ADP'), ('سفرهای', 'NOUN,EZ'), ('خارج', 'NOUN'), ('از', 'ADP'), ('کشور', 'NOUN'), ('بسیار', 'ADV'), ('کاربرد', 'NOUN'), ('داره', 'VERB'), ('ولی', 'CCONJ'), ('حتما', 'ADV'), ('بایستی', 'VERB'), ('در', 'ADP'), ('آب', 'NOUN,EZ'), ('جوش', 'NOUN'), ('۲۰', 'NUM'), ('دقیقه', 'NOUN'), ('گرم', 'ADJ'), ('بشه', 'VERB'), ('…', 'PUNCT'), ('مثلا', 'ADV'), ('کتری', 'NOUN,EZ'), ('برقی', 'ADJ,EZ'), ('هتل\u200cها', 'NOUN'), ('مواظب', 'ADJ'), ('باشید', 'VERB'), ('که', 'SCONJ'), ('درب\u200cهای', 'NOUN,EZ'), ('آن', 'PRON'), ('بادکرده', 'ADJ'), ('نباشد', 'VERB')]"
خراب بود رفتم گارانتی دوباره خراب شد و اینبار گارانتیش 1 ماه بود قبول نکرد,خراب بود رفتم گارانتی دوباره خراب شد و اینبار گارانتیش ۱ ماه بود قبول نکرد,"[('خراب', 'ADJ'), ('بود', 'VERB'), ('رفتم', 'VERB'), ('گارانتی', 'NOUN'), ('دوباره', 'ADV'), ('خراب', 'ADJ'), ('شد', 'VERB'), ('و', 'CCONJ'), ('اینبار', 'NOUN,EZ'), ('گارانتیش', 'NOUN'), ('۱', 'NUM'), ('ماه', 'NOUN'), ('بود', 'VERB'), ('قبول', 'ADJ'), ('نکرد', 'VERB')]"
خوبیش اینکه شیار آجش به یک سمت به صورت فلش هست که همین امر باعث میشه هم مصرف سوخت کم بشه و هم صدا و استحکاک کمتری داشته باشه‌...,خوبیش اینکه شیار آجش به یک سمت به صورت فلش هست که همین امر باعث میشه هم مصرف سوخت کم بشه و هم‌صدا و استحکاک کمتری داشته باشه …,"[('خوبیش', 'ADV'), ('اینکه', 'CCONJ'), ('شیار', 'NOUN,EZ'), ('آجش', 'NOUN'), ('به', 'ADP'), ('یک', 'NUM'), ('سمت', 'NOUN'), ('به', 'ADP'), ('صورت', 'NOUN,EZ'), ('فلش', 'NOUN'), ('هست', 'VERB'), ('که', 'SCONJ'), ('همین', 'DET'), ('امر', 'NOUN'), ('باعث', 'ADJ,EZ'), ('میشه', 'NOUN'), ('هم', 'CCONJ'), ('مصرف', 'NOUN,EZ'), ('سوخت', 'NOUN'), ('کم', 'ADJ'), ('بشه', 'VERB'), ('و', 'CCONJ'), ('هم\u200cصدا', 'ADJ'), ('و', 'CCONJ'), ('استحکاک', 'NOUN,EZ'), ('کمتری', 'ADJ'), ('داشته', 'VERB'), ('باشه', 'VERB'), ('…', 'PUNCT')]"
این لنز،نیاز های یه عکاس آماتور و حتی حرفه ایی رو مرتفع میکنه و خیلی عالیه‌.به نظرم توی خریدش شک نکنید.خیلی عکاسی باهاش لذت بخشه و اصلا دوست ندارید از دوربین جداش کنید.میتونه اولین لنز حرفه ایی برای آماتور ها باشه و گزینه مناسبیه.بوکه هایی که ایجاد میکنه عالیه و  بکگراند به خوبی فلو میشه و سوژه رو جدا میکنه برای پرتره و به طور کلی بگم اقا،خانم بخرید,این لنز نیاز‌های یه عکاس آماتور و حتی حرفه ایی رو مرتفع میکنه و خیلی عالیه به نظرم توی خریدش شک نکنید خیلی عکاسی باهاش لذت بخشه و اصلا دوست ندارید از دوربین جداش کنید میتونه اولین لنز حرفه ایی برای آماتور‌ها باشه و گزینه مناسبیه بوکه‌هایی که ایجاد میکنه عالیه و بکگراند به خوبی فلو میشه و سوژه رو جدا میکنه برای پرتره و به طور کلی بگم اقا خانم بخرید,"[('این', 'DET'), ('لنز', 'NOUN'), ('نیاز\u200cهای', 'NOUN,EZ'), ('یه', 'NUM'), ('عکاس', 'NOUN,EZ'), ('آماتور', 'ADJ'), ('و', 'CCONJ'), ('حتی', 'ADV'), ('حرفه', 'NOUN,EZ'), ('ایی', 'NOUN'), ('رو', 'NOUN'), ('مرتفع', 'ADJ'), ('میکنه', 'VERB'), ('و', 'CCONJ'), ('خیلی', 'ADV'), ('عالیه', 'ADJ'), ('به', 'ADP'), ('نظرم', 'NOUN'), ('توی', 'ADP,EZ'), ('خریدش', 'NOUN'), ('شک', 'NOUN'), ('نکنید', 'VERB'), ('خیلی', 'ADV'), ('عکاسی', 'NOUN'), ('باهاش', 'ADP'), ('لذت', 'NOUN,EZ'), ('بخشه', 'NOUN'), ('و', 'CCONJ'), ('اصلا', 'ADV'), ('دوست', 'NOUN'), ('ندارید', 'VERB'), ('از', 'ADP'), ('دوربین', 'NOUN'), ('جداش', 'NOUN'), ('کنید', 'VERB'), ('میتونه', 'NOUN'), ('اولین', 'NUM'), ('لنز', 'NOUN,EZ'), ('حرفه', 'NOUN,EZ'), ('ایی', 'NOUN'), ('برای', 'ADP,EZ'), ('آماتور\u200cها', 'NOUN'), ('باشه', 'VERB'), ('و', 'CCONJ'), ('گزینه', 'NOUN,EZ'), ('مناسبیه', 'NOUN,EZ'), ('بوکه\u200cهایی', 'NOUN'), ('که', 'SCONJ'), ('ایجاد', 'NOUN,EZ'), ('میکنه', 'NOUN,EZ'), ('عالیه', 'ADJ'), ('و', 'CCONJ'), ('بکگراند', 'VERB'), ('به', 'ADP'), ('خوبی', 'NOUN,EZ'), ('فلو', 'NOUN'), ('میشه', 'NOUN'), ('و', 'CCONJ'), ('سوژه', 'NOUN'), ('رو', 'ADP'), ('جدا', 'ADJ'), ('میکنه', 'VERB'), ('برای', 'ADP,EZ'), ('پرتره', 'NOUN'), ('و', 'CCONJ'), ('به', 'ADP'), ('طور', 'NOUN,EZ'), ('کلی', 'ADJ'), ('بگم', 'VERB'), ('اقا', 'NOUN'), ('خانم', 'NOUN'), ('بخرید', 'VERB')]"
فعلا ک تو راهه امیدوارم خوب باشه,فعلا ک تو راهه امیدوارم خوب باشه,"[('فعلا', 'ADV'), ('ک', 'NOUN'), ('تو', 'PRON'), ('راهه', 'NOUN'), ('امیدوارم', 'VERB'), ('خوب', 'ADJ'), ('باشه', 'VERB')]"
شارژ سریع,شارژ سریع,"[('شارژ', 'NOUN,EZ'), ('سریع', 'ADJ')]"
"من این شمع از  فروشگاه دیگری خریداری کردم و دیجی کالا نداشت و بسیار راضی هستم و خودرو دنا پلاس مشکل صدا و لرزش مقطعی موتور کاملا برطرف شد و شتاب روان و بهتری پیدا کرد.
مصرف سوخت هم یه مقدار کاهش داشته است که قابل توجه نیست اما مهم هم نیست.
فیلر  این شمع 0.8 هست که به شمع ایریدیوم استاندارد معروف شده که منظور از  استاندارد بودن فکر کنم همان فیلر استاندارد 0.8 منظور  باشد.","من این شمع از فروشگاه دیگری خریداری کردم و دیجی کالا نداشت و بسیار راضی هستم و خودرو دنا پلاس مشکل صدا و لرزش مقطعی موتور کاملا برطرف شد و شتاب روان و بهتری پیدا کرد 
مصرف سوخت هم یه مقدار کاهش داشته است که قابل‌توجه نیست اما مهم هم نیست 
فیلر این شمع ۰ ٫ ۸ هست که به شمع ایریدیوم استاندارد معروف شده که منظور از استاندارد بودن فکر کنم همان فیلر استاندارد ۰ ٫ ۸ منظور باشد","[('من', 'PRON'), ('این', 'DET'), ('شمع', 'NOUN'), ('از', 'ADP'), ('فروشگاه', 'NOUN,EZ'), ('دیگری', 'PRON'), ('خریداری', 'NOUN'), ('کردم', 'VERB'), ('و', 'CCONJ'), ('دیجی', 'ADJ,EZ'), ('کالا', 'NOUN'), ('نداشت', 'VERB'), ('و', 'CCONJ'), ('بسیار', 'ADV'), ('راضی', 'ADJ'), ('هستم', 'VERB'), ('و', 'CCONJ'), ('خودرو', 'NOUN,EZ'), ('دنا', 'NOUN'), ('پلاس', 'NOUN'), ('مشکل', 'NOUN,EZ'), ('صدا', 'NOUN'), ('و', 'CCONJ'), ('لرزش', 'NOUN,EZ'), ('مقطعی', 'ADJ,EZ'), ('موتور', 'NOUN'), ('کاملا', 'ADV'), ('برطرف', 'ADJ'), ('شد', 'VERB'), ('و', 'CCONJ'), ('شتاب', 'NOUN,EZ'), ('روان', 'ADJ'), ('و', 'CCONJ'), ('بهتری', 'ADJ'), ('پیدا', 'ADJ'), ('کرد', 'VERB'), ('مصرف', 'NOUN,EZ'), ('سوخت', 'NOUN'), ('هم', 'CCONJ'), ('یه', 'NUM'), ('مقدار', 'NOUN'), ('کاهش', 'NOUN'), ('داشته_است', 'VERB'), ('که', 'SCONJ'), ('قابل\u200cتوجه', 'ADJ'), ('نیست', 'VERB'), ('اما', 'CCONJ'), ('مهم', 'ADJ'), ('هم', 'CCONJ'), ('نیست', 'VERB'), ('فیلر', 'NOUN'), ('این', 'DET'), ('شمع', 'NOUN'), ('۰', 'NUM'), ('٫', 'NOUN'), ('۸', 'NUM'), ('هست', 'VERB'), ('که', 'SCONJ'), ('به', 'ADP'), ('شمع', 'NOUN,EZ'), ('ایریدیوم', 'NOUN,EZ'), ('استاندارد', 'ADJ'), ('معروف', 'ADJ'), ('شده', 'VERB'), ('که', 'SCONJ'), ('منظور', 'NOUN'), ('از', 'ADP'), ('استاندارد', 'NOUN'), ('بودن', 'NOUN'), ('فکر', 'NOUN'), ('کنم', 'VERB'), ('همان', 'DET'), ('فیلر', 'NOUN,EZ'), ('استاندارد', 'ADJ'), ('۰', 'NUM'), ('٫', 'NOUN'), ('۸', 'NUM'), ('منظور', 'NOUN'), ('باشد', 'VERB')]"
"فلش با کیفیت متوسط رو به پایینی هست. به محض اینکه از بسته خارج کنید حتی قبل استفاده متوجه کیفیتش می شید.
فلش های سیلیکون پاور خیلی بهترن","فلش با کیفیت متوسط رو به پایینی هست به محض اینکه از بسته خارج کنید حتی قبل استفاده متوجه کیفیتش می‌شید 
فلش‌های سیلیکون پاور خیلی بهترن","[('فلش', 'NOUN'), ('با', 'ADP'), ('کیفیت', 'NOUN,EZ'), ('متوسط', 'ADJ'), ('رو', 'ADP'), ('به', 'ADP'), ('پایینی', 'NOUN'), ('هست', 'VERB'), ('به', 'ADP'), ('محض', 'NOUN,EZ'), ('اینکه', 'CCONJ'), ('از', 'ADP'), ('بسته', 'NOUN'), ('خارج', 'NOUN'), ('کنید', 'VERB'), ('حتی', 'ADV'), ('قبل', 'ADP'), ('استفاده', 'NOUN'), ('متوجه', 'ADJ,EZ'), ('کیفیتش', 'NOUN'), ('می\u200cشید', 'VERB'), ('فلش\u200cهای', 'NOUN,EZ'), ('سیلیکون', 'NOUN'), ('پاور', 'NOUN'), ('خیلی', 'ADV'), ('بهترن', 'VERB')]"
برای خونه های متوسط و کوچیک مناسبه شستشوی کف پوش خونه و دیوار عالی تمیز کرد.,برای خونه‌های متوسط و کوچیک مناسبه شستشوی کف‌پوش خونه و دیوار عالی تمیز کرد,"[('برای', 'ADP,EZ'), ('خونه\u200cهای', 'NOUN,EZ'), ('متوسط', 'ADJ'), ('و', 'CCONJ'), ('کوچیک', 'ADJ,EZ'), ('مناسبه', 'NOUN,EZ'), ('شستشوی', 'NOUN,EZ'), ('کف\u200cپوش', 'ADJ,EZ'), ('خونه', 'NOUN'), ('و', 'CCONJ'), ('دیوار', 'NOUN,EZ'), ('عالی', 'ADJ'), ('تمیز', 'ADJ'), ('کرد', 'VERB')]"
این اسپیکر با توجه به قیمتش صدای خیلی خوب وامکانات نسبتا خوبی داره و اگه می خواین زیاد خرج نکنید پیشنهاد خیلی خوبیه,این اسپیکر با توجه به قیمتش صدای خیلی خوب وامکانات نسبتا خوبی داره و اگه می‌خواین زیاد خرج نکنید پیشنهاد خیلی خوبیه,"[('این', 'DET'), ('اسپیکر', 'NOUN'), ('با', 'ADP'), ('توجه', 'NOUN'), ('به', 'ADP'), ('قیمتش', 'NOUN'), ('صدای', 'NOUN,EZ'), ('خیلی', 'ADV'), ('خوب', 'ADJ'), ('وامکانات', 'NOUN'), ('نسبتا', 'ADV'), ('خوبی', 'ADJ'), ('داره', 'VERB'), ('و', 'CCONJ'), ('اگه', 'SCONJ'), ('می\u200cخواین', 'VERB'), ('زیاد', 'ADV'), ('خرج', 'NOUN'), ('نکنید', 'VERB'), ('پیشنهاد', 'NOUN'), ('خیلی', 'ADV'), ('خوبیه', 'VERB')]"
با سلام،من قبل از این از مارک کنوود استفاده میکردم که منو پشیمون کرد اما بعد خرید این مدل برای مادر و همسرم واقعا بدلیل کیفیت بالا و شارژ دهی بالا راضی هستم از انتخابم,با سلام من قبل از این از مارک کنوود استفاده می‌کردم که منو پشیمون کرد اما بعد خرید این مدل برای مادر و همسرم واقعا بدلیل کیفیت بالا و شارژ دهی بالا راضی هستم از انتخابم,"[('با', 'ADP'), ('سلام', 'NOUN,EZ'), ('من', 'PRON'), ('قبل', 'ADP'), ('از', 'ADP'), ('این', 'DET'), ('از', 'ADP'), ('مارک', 'NOUN'), ('کنوود', 'NOUN'), ('استفاده', 'NOUN'), ('می\u200cکردم', 'VERB'), ('که', 'SCONJ'), ('منو', 'PRON'), ('پشیمون', 'ADJ'), ('کرد', 'VERB'), ('اما', 'CCONJ'), ('بعد', 'CCONJ'), ('خرید', 'NOUN,EZ'), ('این', 'DET'), ('مدل', 'NOUN'), ('برای', 'ADP,EZ'), ('مادر', 'NOUN'), ('و', 'CCONJ'), ('همسرم', 'NOUN'), ('واقعا', 'ADV'), ('بدلیل', 'ADP,EZ'), ('کیفیت', 'NOUN,EZ'), ('بالا', 'ADJ'), ('و', 'CCONJ'), ('شارژ', 'NOUN'), ('دهی', 'NOUN'), ('بالا', 'ADV'), ('راضی', 'ADJ'), ('هستم', 'VERB'), ('از', 'ADP'), ('انتخابم', 'NOUN')]"
"من برا سمند از بیرون خریدم که کفی های عقب با 405 یکی هست فقط جلوییا فرق داره ، همرنگ تودوزی و رودری ها هست سرجاش لق نمیزنه لیز نمیخوره خوشبختانه حرکت پدال ها رو هم به هیچ وجه محدود نمیکنه کیفیت ساختشون هم واقعا عالیه البته شرکت بابل یه مدل چرمی هم داره تولید میکنه که از اینا گرون تره ولی من از همینا بیشتر خوشم اومد.
از تولید کننده ی داخلی حمایت کنید بخدا ایرانی هم میتونه جنس خوب و با کیفیت تولید کنه
ممنون از دیجی کالا برای حمایت از تولیدات داخلی","من برا سمند از بیرون خریدم که کفی‌های عقب با ۴۰۵ یکی هست فقط جلوییا فرق داره همرنگ تودوزی و رودری‌ها هست سرجاش لق نمیزنه لیز نمیخوره خوشبختانه حرکت پدال‌ها رو هم به هیچ وجه محدود نمیکنه کیفیت ساختشون هم واقعا عالیه البته شرکت بابل یه مدل چرمی هم داره تولید میکنه که از اینا گرون تره ولی من از همینا بیشتر خوشم اومد 
از تولید کننده‌ی داخلی حمایت کنید بخدا ایرانی هم میتونه جنس خوب و با کیفیت تولید کنه
ممنون از دیجی کالا برای حمایت از تولیدات داخلی","[('من', 'PRON'), ('برا', 'ADP'), ('سمند', 'NOUN'), ('از', 'ADP'), ('بیرون', 'NOUN'), ('خریدم', 'VERB'), ('که', 'SCONJ'), ('کفی\u200cهای', 'NOUN,EZ'), ('عقب', 'ADJ'), ('با', 'ADP'), ('۴۰۵', 'NUM'), ('یکی', 'NUM'), ('هست', 'VERB'), ('فقط', 'ADV'), ('جلوییا', 'NOUN'), ('فرق', 'NOUN'), ('داره', 'VERB'), ('همرنگ', 'ADJ,EZ'), ('تودوزی', 'NOUN'), ('و', 'CCONJ'), ('رودری\u200cها', 'NOUN'), ('هست', 'VERB'), ('سرجاش', 'NOUN'), ('لق', 'NOUN'), ('نمیزنه', 'VERB'), ('لیز', 'NOUN'), ('نمیخوره', 'VERB'), ('خوشبختانه', 'ADV'), ('حرکت', 'NOUN,EZ'), ('پدال\u200cها', 'NOUN'), ('رو', 'ADP'), ('هم', 'CCONJ'), ('به', 'ADP'), ('هیچ', 'DET'), ('وجه', 'NOUN'), ('محدود', 'ADJ'), ('نمیکنه', 'VERB'), ('کیفیت', 'NOUN,EZ'), ('ساختشون', 'NOUN'), ('هم', 'CCONJ'), ('واقعا', 'ADV'), ('عالیه', 'ADJ'), ('البته', 'ADV'), ('شرکت', 'NOUN,EZ'), ('بابل', 'NOUN'), ('یه', 'NUM'), ('مدل', 'NOUN,EZ'), ('چرمی', 'ADJ'), ('هم', 'CCONJ'), ('داره', 'VERB'), ('تولید', 'NOUN'), ('میکنه', 'VERB'), ('که', 'SCONJ'), ('از', 'ADP'), ('اینا', 'NOUN'), ('گرون', 'NOUN'), ('تره', 'NOUN'), ('ولی', 'CCONJ'), ('من', 'PRON'), ('از', 'ADP'), ('همینا', 'NOUN'), ('بیشتر', 'ADV'), ('خوشم', 'ADJ'), ('اومد', 'VERB'), ('از', 'ADP'), ('تولید', 'NOUN,EZ'), ('کننده\u200cی', 'NOUN,EZ'), ('داخلی', 'ADJ'), ('حمایت', 'NOUN'), ('کنید', 'VERB'), ('بخدا', 'NOUN'), ('ایرانی', 'ADJ'), ('هم', 'CCONJ'), ('میتونه', 'VERB'), ('جنس', 'NOUN,EZ'), ('خوب', 'ADJ'), ('و', 'CCONJ'), ('با', 'ADP'), ('کیفیت', 'NOUN,EZ'), ('تولید', 'NOUN,EZ'), ('کنه', 'NOUN,EZ'), ('ممنون', 'ADJ'), ('از', 'ADP'), ('دیجی', 'ADJ,EZ'), ('کالا', 'NOUN'), ('برای', 'ADP,EZ'), ('حمایت', 'NOUN'), ('از', 'ADP'), ('تولیدات', 'NOUN,EZ'), ('داخلی', 'ADJ')]"
یک سالی هست این اسپیکر خریدم.بهترین اسپیکر تو این قیمت پیدا نمیکنید.کیفیت صدا بسیار عالی.وزن کم.نگهداری باطری بسیار خوب عالی.در خریدش شک نکنید.خدمات پس از فروش عالی.,یک سالی هست این اسپیکر خریدم بهترین اسپیکر تو این قیمت پیدا نمی‌کنید کیفیت صدا بسیار عالی وزن کم نگهداری باطری بسیار خوب عالی در خریدش شک نکنید خدمات پس از فروش عالی,"[('یک', 'NUM'), ('سالی', 'NOUN'), ('هست', 'VERB'), ('این', 'DET'), ('اسپیکر', 'NOUN'), ('خریدم', 'VERB'), ('بهترین', 'ADJ'), ('اسپیکر', 'NOUN'), ('تو', 'PRON'), ('این', 'DET'), ('قیمت', 'NOUN'), ('پیدا', 'ADJ'), ('نمی\u200cکنید', 'VERB'), ('کیفیت', 'NOUN,EZ'), ('صدا', 'NOUN'), ('بسیار', 'ADV'), ('عالی', 'ADJ'), ('وزن', 'NOUN,EZ'), ('کم', 'ADJ'), ('نگهداری', 'NOUN,EZ'), ('باطری', 'NOUN,EZ'), ('بسیار', 'ADV'), ('خوب', 'ADJ,EZ'), ('عالی', 'ADJ'), ('در', 'ADP'), ('خریدش', 'NOUN'), ('شک', 'NOUN'), ('نکنید', 'VERB'), ('خدمات', 'NOUN'), ('پس', 'ADP'), ('از', 'ADP'), ('فروش', 'NOUN,EZ'), ('عالی', 'ADJ')]"
در کل محصول بدی نیست ولی اسپری ضد تعریقش اصلا ماندگاری 48 ساعته نداره و در ضمن بر خلاف بعضی از نظرها انچنان بوی خوبی هم نداره,در کل محصول بدی نیست ولی اسپری ضد تعریقش اصلا ماندگاری ۴۸ ساعته نداره و در ضمن بر خلاف بعضی از نظرها انچنان بوی خوبی هم نداره,"[('در', 'ADP'), ('کل', 'NOUN,EZ'), ('محصول', 'NOUN,EZ'), ('بدی', 'ADJ'), ('نیست', 'VERB'), ('ولی', 'CCONJ'), ('اسپری', 'NOUN,EZ'), ('ضد', 'NOUN,EZ'), ('تعریقش', 'NOUN'), ('اصلا', 'ADV'), ('ماندگاری', 'NOUN,EZ'), ('۴۸', 'NUM'), ('ساعته', 'NOUN'), ('نداره', 'VERB'), ('و', 'CCONJ'), ('در', 'ADP'), ('ضمن', 'NOUN'), ('بر', 'ADP'), ('خلاف', 'NOUN,EZ'), ('بعضی', 'DET'), ('از', 'ADP'), ('نظرها', 'NOUN'), ('انچنان', 'NOUN'), ('بوی', 'NOUN,EZ'), ('خوبی', 'ADJ'), ('هم', 'CCONJ'), ('نداره', 'VERB')]"
